sepal length,sepal width,petal length,petal width
-0.9058187886285568,1.166573236699524,-1.3578066593944884,-1.3530299891800985
-1.1881965116033868,-0.06620535837990686,-1.3578066593944884,-1.3530299891800985
-1.482122173128557,0.4369226435179005,-1.4084893583476648,-1.3530299891800985
-1.633693715083625,0.18711245443810356,-1.3067187905059339,-1.3530299891800985
-1.045616838906164,1.4035823953820983,-1.3578066593944884,-1.3530299891800985
-0.5021535697941004,2.097430578421983,-1.203379294359297,-1.0808098077769475
-1.633693715083625,0.9265339559764445,-1.3578066593944884,-1.2165768510171036
-1.045616838906164,0.9265339559764445,-1.3067187905059339,-1.3530299891800985
-1.9466673592916461,-0.32316962860073606,-1.3578066593944884,-1.3530299891800985
-1.1881965116033868,0.18711245443810356,-1.3067187905059339,-1.490230443030958
-0.5021535697941004,1.637664333191934,-1.3067187905059339,-1.3530299891800985
-1.3336617287816523,0.9265339559764445,-1.2552389196079725,-1.3530299891800985
-1.3336617287816523,-0.06620535837990686,-1.3578066593944884,-1.490230443030958
-2.108336572487814,-0.06620535837990686,-1.5085812816737227,-1.490230443030958
0.0025686039890783583,2.323294319680927,-1.4587526871082948,-1.3530299891800985
-0.5021535697941004,2.097430578421983,-1.4084893583476648,-1.0808098077769475
-0.9058187886285568,1.166573236699524,-1.3578066593944884,-1.2165768510171036
-0.12025862208858239,1.868916353983663,-1.203379294359297,-1.2165768510171036
-0.9058187886285568,1.868916353983663,-1.3067187905059339,-1.2165768510171036
-0.5021535697941004,0.9265339559764445,-1.203379294359297,-1.3530299891800985
-0.9058187886285568,1.637664333191934,-1.3067187905059339,-1.0808098077769475
-1.633693715083625,1.4035823953820983,-1.5579584591104982,-1.3530299891800985
-0.9058187886285568,0.6833555972856783,-1.203379294359297,-0.9456766743398514
-1.3336617287816523,0.9265339559764445,-1.0985657340311594,-1.3530299891800985
-1.045616838906164,-0.06620535837990686,-1.2552389196079725,-1.3530299891800985
-1.045616838906164,0.9265339559764445,-1.2552389196079725,-1.0808098077769475
-0.7687038081504061,1.166573236699524,-1.3067187905059339,-1.3530299891800985
-0.7687038081504061,0.9265339559764445,-1.3578066593944884,-1.3530299891800985
-1.482122173128557,0.4369226435179005,-1.2552389196079725,-1.3530299891800985
-1.3336617287816523,0.18711245443810356,-1.2552389196079725,-1.3530299891800985
-0.5021535697941004,0.9265339559764445,-1.3067187905059339,-1.0808098077769475
-1.1881965116033868,0.18711245443810356,-1.3067187905059339,-1.490230443030958
-1.045616838906164,0.4369226435179005,-1.4587526871082948,-1.3530299891800985
-0.37254496814145266,1.166573236699524,-1.4084893583476648,-1.3530299891800985
-1.1881965116033868,0.18711245443810356,-1.3067187905059339,-1.490230443030958
-1.9466673592916461,-0.06620535837990686,-1.4084893583476648,-1.3530299891800985
-0.9058187886285568,0.9265339559764445,-1.3067187905059339,-1.3530299891800985
-1.045616838906164,1.166573236699524,-1.4084893583476648,-1.2165768510171036
-1.7884988799156687,-1.9505877434162213,-1.4084893583476648,-1.2165768510171036
-1.9466673592916461,0.4369226435179005,-1.4084893583476648,-1.3530299891800985
-1.045616838906164,1.166573236699524,-1.2552389196079725,-0.8111324526663374
-0.9058187886285568,1.868916353983663,-1.0985657340311594,-1.0808098077769475
-1.3336617287816523,-0.06620535837990686,-1.3578066593944884,-1.2165768510171036
-0.9058187886285568,1.868916353983663,-1.2552389196079725,-1.3530299891800985
